gender,field_choices,health_condition,exam_result
Male,"Health Science,Medicine,Computer Science",None,66
Female,Business,Hearing Impairment,85
Female,"Engineering,Education",Hearing Impairment,75
Female,Sciences,None,98
Female,"Natural Science,Health Science",Visual Impairment,91
Male,Sciences,None,77
Female,"Sciences,Social Science,Medicine",Physical Disability,100
Male,Sciences,Physical Disability,89
Male,Social Science,None,71
Female,Natural Science,Visual Impairment,94
Male,"Business,Health Science",Hearing Impairment,87
Male,"Computer Science,Natural Science,Agriculture",Physical Disability,51
Female,"Arts,Business",Physical Disability,64
Female,"Health Science,Arts",None,86
Female,"Health Science,Education",Physical Disability,96
Female,Natural Science,Physical Disability,67
Male,"Business,Agriculture",Visual Impairment,94
Female,Social Science,Physical Disability,91
Male,"Business,Engineering,Health Science",Visual Impairment,70
Male,Computer Science,Visual Impairment,99
Male,"Social Science,Arts",Physical Disability,100
Male,"Engineering,Education,Business",Physical Disability,69
Male,"Law,Agriculture",Physical Disability,91
Female,"Computer Science,Natural Science,Business",None,100
Female,"Arts,Agriculture",Physical Disability,80
Male,"Arts,Computer Science",None,51
Female,Arts,Visual Impairment,59
Female,Engineering,None,89
Female,"Health Science,Medicine,Arts",Hearing Impairment,85
Female,"Natural Science,Medicine",Physical Disability,97
Male,"Social Science,Law",None,53
Male,"Law,Medicine,Sciences",Visual Impairment,81
Male,"Health Science,Natural Science,Agriculture",Physical Disability,77
Female,Computer Science,Hearing Impairment,55
Male,Social Science,Physical Disability,97
Male,"Agriculture,Business",None,91
Male,Engineering,Hearing Impairment,65
Female,"Natural Science,Engineering",None,96
Male,"Law,Medicine",Hearing Impairment,94
Male,"Computer Science,Natural Science",None,60
Male,Engineering,Visual Impairment,96
Female,"Medicine,Education,Law",Visual Impairment,55
Male,"Engineering,Computer Science,Education",Physical Disability,56
Female,"Social Science,Education",Visual Impairment,100
Female,Health Science,Hearing Impairment,87
Male,"Computer Science,Engineering,Agriculture",Physical Disability,55
Male,"Social Science,Arts",Visual Impairment,67
Male,Education,Visual Impairment,85
Male,Natural Science,Visual Impairment,61
Male,Computer Science,Hearing Impairment,88
Female,Natural Science,Hearing Impairment,86
Male,"Sciences,Natural Science",Physical Disability,91
Male,Sciences,Physical Disability,57
Male,"Agriculture,Business",None,90
Male,Social Science,Visual Impairment,96
Male,"Social Science,Medicine",Visual Impairment,89
Male,"Arts,Education",None,61
Female,"Engineering,Social Science,Business",Hearing Impairment,83
Male,"Medicine,Engineering,Natural Science",None,72
Male,"Medicine,Natural Science",Visual Impairment,87
Female,Law,None,87
Male,Medicine,Visual Impairment,73
Male,"Agriculture,Business",Hearing Impairment,79
Male,"Natural Science,Computer Science,Engineering",Physical Disability,69
Female,"Medicine,Social Science",Visual Impairment,87
Female,"Agriculture,Sciences,Arts",None,54
Male,Business,Physical Disability,62
Male,Computer Science,None,76
Male,Social Science,None,97
Male,"Business,Engineering",Visual Impairment,60
Male,"Agriculture,Business",Visual Impairment,61
Male,Agriculture,Physical Disability,75
Female,"Natural Science,Health Science",None,61
Female,"Computer Science,Business",Hearing Impairment,69
Male,"Law,Health Science",Visual Impairment,92
Male,"Computer Science,Natural Science",Visual Impairment,79
Male,"Health Science,Natural Science",None,87
Female,"Engineering,Social Science",None,77
Male,Social Science,Visual Impairment,90
Female,"Business,Law,Sciences",Physical Disability,79
Female,"Sciences,Engineering",Physical Disability,97
Female,"Business,Agriculture",Physical Disability,78
Female,"Agriculture,Business",Hearing Impairment,69
Female,"Social Science,Medicine",Physical Disability,64
Female,"Agriculture,Medicine",Hearing Impairment,90
Male,"Law,Business",Physical Disability,63
Female,Agriculture,Hearing Impairment,69
Female,"Education,Medicine",Visual Impairment,72
Male,"Health Science,Social Science,Business",None,77
Male,"Agriculture,Health Science",None,96
Male,Education,Visual Impairment,61
Male,Natural Science,None,74
Female,Social Science,Visual Impairment,72
Male,"Social Science,Business,Arts",Hearing Impairment,76
Male,Sciences,Visual Impairment,99
Male,"Health Science,Business",Hearing Impairment,83
Female,Social Science,Visual Impairment,87
Male,"Business,Natural Science",Physical Disability,60
Female,"Natural Science,Education,Computer Science",None,63
Female,"Sciences,Health Science,Agriculture",Physical Disability,95
Female,Sciences,None,58
Male,Agriculture,None,59
Female,"Education,Agriculture",Visual Impairment,55
Female,"Law,Education",Physical Disability,78
Male,"Education,Medicine,Health Science",Physical Disability,94
Female,Medicine,Physical Disability,59
Female,"Medicine,Computer Science,Arts",Hearing Impairment,58
Male,"Arts,Health Science,Medicine",None,76
Male,Agriculture,Visual Impairment,99
Male,Computer Science,Visual Impairment,78
Female,Sciences,Hearing Impairment,99
Male,"Arts,Natural Science,Health Science",None,71
Male,"Sciences,Medicine",None,52
Male,"Sciences,Natural Science",Physical Disability,65
Male,Education,Physical Disability,99
Male,"Arts,Business,Social Science",Physical Disability,54
Female,"Arts,Engineering",None,70
Female,"Arts,Social Science,Law",Physical Disability,58
Female,"Social Science,Engineering,Medicine",None,85
Female,"Natural Science,Social Science",Visual Impairment,50
Female,Agriculture,Visual Impairment,75
Female,"Sciences,Natural Science",Hearing Impairment,57
Male,Arts,Physical Disability,75
Female,"Education,Law,Agriculture",Hearing Impairment,89
Female,"Natural Science,Engineering",Physical Disability,60
Female,Arts,Hearing Impairment,52
Female,"Business,Social Science,Law",Hearing Impairment,100
Male,"Engineering,Natural Science",Hearing Impairment,50
Male,"Arts,Natural Science,Computer Science",Hearing Impairment,97
Female,"Agriculture,Computer Science",None,88
Female,Business,None,60
Female,"Natural Science,Health Science,Education",None,80
Female,"Education,Agriculture",Hearing Impairment,71
Female,Sciences,Visual Impairment,96
Male,"Arts,Social Science,Agriculture",Visual Impairment,70
Female,"Arts,Engineering,Computer Science",Physical Disability,56
Female,"Natural Science,Agriculture",None,68
Male,"Arts,Education",Hearing Impairment,82
Female,"Natural Science,Sciences,Agriculture",None,69
Female,Agriculture,Hearing Impairment,77
Male,Sciences,Visual Impairment,54
Male,Education,Visual Impairment,91
Male,"Arts,Health Science",Physical Disability,64
Female,Agriculture,None,63
Male,Arts,Hearing Impairment,90
Female,Computer Science,Hearing Impairment,87
Male,"Social Science,Arts",None,62
Male,"Health Science,Sciences,Medicine",None,58
Female,"Health Science,Medicine,Business",Physical Disability,62
Male,"Education,Engineering",Physical Disability,74
Female,Health Science,Physical Disability,60
Female,Natural Science,None,81
Female,"Medicine,Education",Physical Disability,71
Male,"Health Science,Business",Visual Impairment,88
Male,"Natural Science,Computer Science",None,57
Male,"Law,Agriculture",Hearing Impairment,93
Male,Law,None,61
Female,"Business,Computer Science",Physical Disability,50
Female,Business,Visual Impairment,72
Female,"Health Science,Natural Science",None,99
Female,"Education,Agriculture",Hearing Impairment,55
Female,"Business,Sciences",Visual Impairment,92
Female,"Medicine,Natural Science,Arts",Visual Impairment,66
Female,"Law,Medicine,Arts",Visual Impairment,66
Male,"Education,Law,Agriculture",Physical Disability,87
Female,Arts,Physical Disability,55
Female,"Education,Health Science",Visual Impairment,53
Male,"Law,Business,Health Science",Hearing Impairment,52
Male,"Engineering,Medicine",Hearing Impairment,71
Female,"Medicine,Agriculture,Natural Science",Visual Impairment,82
Male,Sciences,Physical Disability,72
Female,"Social Science,Health Science,Natural Science",Physical Disability,100
Female,Health Science,Visual Impairment,98
Female,"Law,Arts,Health Science",Physical Disability,85
Male,Arts,Visual Impairment,72
Female,"Sciences,Education",Visual Impairment,93
Male,Social Science,Hearing Impairment,57
Female,"Medicine,Social Science",Physical Disability,52
Male,"Computer Science,Sciences,Engineering",None,94
Male,"Agriculture,Natural Science,Medicine",Physical Disability,55
Male,Business,None,61
Male,"Social Science,Law",None,92
Male,Medicine,None,82
Female,Engineering,Physical Disability,98
Female,"Engineering,Arts,Education",Visual Impairment,79
Female,"Health Science,Arts,Law",None,87
Female,"Computer Science,Natural Science,Engineering",Physical Disability,54
Male,"Law,Engineering",Hearing Impairment,84
Male,"Law,Engineering,Medicine",Visual Impairment,55
Male,Agriculture,Hearing Impairment,52
Male,"Education,Sciences,Medicine",Physical Disability,65
Male,Health Science,Visual Impairment,87
Male,"Health Science,Education,Medicine",Physical Disability,80
Male,Agriculture,Physical Disability,92
Male,"Arts,Law",Physical Disability,56
Male,"Engineering,Sciences,Medicine",Hearing Impairment,66
Male,"Arts,Medicine",Physical Disability,76
Male,"Social Science,Business,Computer Science",None,59
Female,"Arts,Engineering",Hearing Impairment,62
Female,Arts,Physical Disability,77
Male,"Engineering,Health Science,Medicine",Hearing Impairment,61
Male,"Sciences,Education",Physical Disability,60
Female,"Arts,Computer Science,Business",Visual Impairment,87
Male,"Computer Science,Business,Sciences",None,93
Male,"Business,Computer Science,Health Science",Physical Disability,99
Male,"Arts,Business,Agriculture",Hearing Impairment,89
Male,"Natural Science,Agriculture",None,100
Female,Natural Science,None,96
Male,Social Science,None,98
Female,"Sciences,Arts,Computer Science",None,96
Male,"Education,Arts,Business",Hearing Impairment,63
Female,"Medicine,Arts,Computer Science",Visual Impairment,82
Female,"Arts,Engineering",Hearing Impairment,67
Male,"Engineering,Education",Visual Impairment,72
Female,"Computer Science,Business,Medicine",None,98
Male,"Social Science,Agriculture",None,72
Female,"Agriculture,Social Science",Physical Disability,63
Female,"Law,Medicine,Arts",Visual Impairment,58
Male,"Arts,Health Science,Computer Science",Visual Impairment,96
Male,Health Science,None,92
Male,"Business,Sciences,Law",None,64
Male,"Health Science,Medicine,Sciences",Physical Disability,56
Female,"Arts,Computer Science,Medicine",None,79
Female,"Natural Science,Medicine,Law",Hearing Impairment,60
Female,Arts,Physical Disability,52
Female,Sciences,Physical Disability,55
Male,"Engineering,Business",Hearing Impairment,71
Male,"Arts,Natural Science,Medicine",Hearing Impairment,74
Female,"Agriculture,Arts,Education",Physical Disability,67
Female,"Arts,Natural Science",Physical Disability,76
Female,"Medicine,Sciences,Social Science",None,100
Male,"Business,Agriculture,Education",Physical Disability,72
Female,"Agriculture,Social Science,Computer Science",None,78
Male,"Sciences,Business",None,87
Female,"Sciences,Computer Science,Arts",Visual Impairment,84
Female,"Law,Arts",None,73
Male,Sciences,None,68
Male,"Medicine,Health Science,Social Science",Physical Disability,65
Male,"Sciences,Law",Hearing Impairment,82
Male,"Business,Education",None,82
Female,"Education,Business,Health Science",Physical Disability,65
Female,"Education,Medicine,Natural Science",None,93
Male,"Law,Arts,Natural Science",None,85
Male,"Natural Science,Business,Sciences",Physical Disability,62
Female,"Social Science,Sciences",Physical Disability,52
Male,"Agriculture,Natural Science,Business",Hearing Impairment,67
Male,"Law,Business",Visual Impairment,67
Male,Health Science,Physical Disability,52
Female,Natural Science,Physical Disability,71
Male,"Agriculture,Social Science",Hearing Impairment,62
Male,"Law,Sciences,Agriculture",None,94
Female,Engineering,Visual Impairment,53
Male,"Computer Science,Law,Social Science",None,89
Male,Education,Hearing Impairment,65
Female,"Sciences,Engineering,Social Science",None,97
Male,"Medicine,Sciences",Hearing Impairment,94
Male,"Education,Arts",Physical Disability,59
Female,"Engineering,Business,Law",Visual Impairment,50
Male,"Natural Science,Agriculture,Education",Physical Disability,82
Female,"Natural Science,Education,Business",Physical Disability,55
Female,"Computer Science,Engineering,Natural Science",Physical Disability,91
Female,"Health Science,Business,Education",None,88
Female,Agriculture,Physical Disability,70
Male,Business,Hearing Impairment,78
Female,"Law,Engineering",Physical Disability,93
Male,Sciences,Physical Disability,57
Female,"Business,Natural Science,Law",Visual Impairment,56
Male,Natural Science,Hearing Impairment,52
Male,Agriculture,Hearing Impairment,86
Female,Natural Science,None,64
Male,Social Science,Physical Disability,99
Female,"Business,Health Science,Education",Visual Impairment,97
Male,Education,Physical Disability,77
Female,Medicine,Physical Disability,92
Female,"Health Science,Computer Science,Medicine",Visual Impairment,61
Female,"Social Science,Computer Science",Physical Disability,81
Male,"Social Science,Arts,Law",None,76
Male,"Education,Arts,Agriculture",Hearing Impairment,64
Female,"Computer Science,Education,Natural Science",Visual Impairment,95
Female,"Business,Natural Science",None,69
Female,Social Science,Visual Impairment,64
Female,Education,Physical Disability,71
Male,"Agriculture,Social Science",None,91
Male,"Medicine,Education",Physical Disability,83
Male,Business,Physical Disability,68
Female,"Sciences,Health Science",Physical Disability,83
Female,Education,Visual Impairment,87
